"","year","vlength","gear","id","species","yearly_kg","yearly_value","price"
"34",2017,"VL1218","OTB","1400:229:4","ARY",116.333333333333,364.398333333333,3.13236389684814
"35",2017,"VL1218","OTB","1400:229:4","BOG",60,39.3693333333333,0.656155555555556
"36",2017,"VL1218","OTB","1400:229:4","CTC",53.1428571428571,120.199142857143,2.26181182795699
"37",2017,"VL1218","OTB","1400:229:4","DAB",155.714285714286,1091.59185714286,7.01022293577982
"38",2017,"VL1218","OTB","1400:229:4","DPS",331,2589.99144444444,7.82474756629742
"39",2017,"VL1218","OTB","1400:229:4","HKE",337.888888888889,2028.44777777778,6.00329825715225
"40",2017,"VL1218","OTB","1400:229:4","HOM",109.833333333333,113.316333333333,1.03171168437026
"41",2017,"VL1218","OTB","1400:229:4","ILL",137.666666666667,911.451833333333,6.62071549636804
"42",2017,"VL1218","OTB","1400:229:4","MUR",98.75,645.661375,6.53834303797468
"43",2017,"VL1218","OTB","1400:229:4","MUT",24.35,141.548213427292,5.81306831323581
"44",2017,"VL1218","OTB","1400:229:4","NEP",642.666666666667,11608.9858333333,18.0637746369295
"45",2017,"VL1218","OTB","1400:229:4","ROL",263.333333333333,3948.286,14.9934911392405
"46",2017,"VL1218","OTB","1400:229:4","WHB",318.5,865.817166666667,2.71842124542125
"47",2017,"VL1218","OTB","1400:239:1","ARY",77.3333333333333,242.532333333333,3.13619396551724
"48",2017,"VL1218","OTB","1400:239:1","BOG",39.8333333333333,26.1896666666667,0.657481171548117
"49",2017,"VL1218","OTB","1400:239:1","CTC",35.6,111.499,3.13199438202247
"50",2017,"VL1218","OTB","1400:239:1","DAB",103.714285714286,725.821428571429,6.9982782369146
"51",2017,"VL1218","OTB","1400:239:1","DPS",163,2583.89066666667,15.8520899795501
"52",2017,"VL1218","OTB","1400:239:1","HKE",231.814285714286,1735.057,7.48468540087508
"53",2017,"VL1218","OTB","1400:239:1","HOM",73,75.4895,1.03410273972603
"54",2017,"VL1218","OTB","1400:239:1","ILL",91.6666666666667,606.693166666667,6.61847090909091
"55",2017,"VL1218","OTB","1400:239:1","MUR",65.125,425.91475,6.53995777351248
"56",2017,"VL1218","OTB","1400:239:1","MUT",101.5,572.304747591709,5.63847041962275
"57",2017,"VL1218","OTB","1400:239:1","NEP",626.25,11553.753,18.4491065868263
"58",2017,"VL1218","OTB","1400:239:1","ROL",175.166666666667,2628.092,15.0033796384396
"59",2017,"VL1218","OTB","1400:239:1","WHB",212.166666666667,576.195,2.71576590730558
"60",2017,"VL1218","OTB","1400:239:2","ARY",27.3333333333333,85.5166666666667,3.12865853658537
"61",2017,"VL1218","OTB","1400:239:2","BOG",21,13.76225,0.655345238095238
"62",2017,"VL1218","OTB","1400:239:2","CTC",12.1666666666667,32.3416666666667,2.65821917808219
"63",2017,"VL1218","OTB","1400:239:2","DAB",36.5714285714286,255.212428571429,6.97846484375
"64",2017,"VL1218","OTB","1400:239:2","DPS",61.25,681.925125,11.1334714285714
"65",2017,"VL1218","OTB","1400:239:2","HKE",74.125,534.648875,7.21280101180438
"66",2017,"VL1218","OTB","1400:239:2","HOM",25.6666666666667,26.6876666666667,1.03977922077922
"67",2017,"VL1218","OTB","1400:239:2","ILL",32.5,213.979333333333,6.58397948717949
"68",2017,"VL1218","OTB","1400:239:2","MUR",22.625,146.338375,6.46799447513812
"69",2017,"VL1218","OTB","1400:239:2","NEP",218.75,4037.53375,18.4572971428571
"70",2017,"VL1218","OTB","1400:239:2","ROL",62,926.902166666667,14.9500349462366
"71",2017,"VL1218","OTB","1400:239:2","WHB",74.8333333333333,203.100333333333,2.71403563474388
"72",2017,"VL1218","OTB","1400:239:4","BOG",20,11.6359867446041,0.581799337230205
"73",2017,"VL1218","OTB","1400:239:4","CTC",252,0,0
"74",2017,"VL1218","OTB","1400:239:4","DPS",1350.5,8191.92173466972,6.0658435651016
"75",2017,"VL1218","OTB","1400:239:4","HKE",155.333333333333,0,0
"76",2017,"VL1218","OTB","1400:239:4","MUR",19,0,0
"77",2017,"VL1218","OTB","1400:239:4","MUT",235.75,1321.87136731398,5.60708957503278
"78",2017,"VL1218","OTB","1400:239:4","NEP",106,3469.02157430278,32.7266186254979
"79",2017,"VL1218","OTB","1400:239:4","OCC",92.25,0,0
"80",2017,"VL1218","OTB","1400:248:2","CTC",1,0,0
"81",2017,"VL1218","OTB","1400:248:2","DPS",18,849.893915808815,47.2163286560453
"82",2017,"VL1218","OTB","1400:248:2","NEP",2,2068.92881934915,1034.46440967457
"83",2017,"VL1218","OTB","1401:110:1","CTC",120,0,0
"84",2017,"VL1218","OTB","1401:110:3","ARA",39,53.8791593959119,1.38151690758749
"85",2017,"VL1218","OTB","1401:110:3","BOG",18.5,10.6908198023518,0.577882151478474
"86",2017,"VL1218","OTB","1401:110:3","CTC",12,0,0
"87",2017,"VL1218","OTB","1401:110:3","DPS",82.5,1205.28663199383,14.6095349332585
"88",2017,"VL1218","OTB","1401:110:3","HKE",72.5,0,0
"89",2017,"VL1218","OTB","1401:110:3","MUR",6,0,0
"90",2017,"VL1218","OTB","1401:110:3","MUT",30,173.094220141861,5.76980733806202
"91",2017,"VL1218","OTB","1401:110:3","NEP",16,2257.40284405444,141.087677753403
"92",2017,"VL1218","OTB","1401:110:3","OCC",10,0,0
"93",2017,"VL1218","OTB","1401:110:4","ARA",18,25.7385974697044,1.42992208165024
"94",2017,"VL1218","OTB","1401:110:4","DPS",130.666666666667,1470.68325984258,11.2552290294075
"95",2017,"VL1218","OTB","1401:110:4","HKE",21.3333333333333,0,0
"96",2017,"VL1218","OTB","1401:110:4","MUR",2,0,0
"97",2017,"VL1218","OTB","1401:110:4","MUT",16,94.927123857974,5.93294524112337
"98",2017,"VL1218","OTB","1401:110:4","NEP",3,2082.39124968524,694.130416561747
"99",2017,"VL1218","OTB","1401:110:4","OCC",20,0,0
"100",2017,"VL1218","OTB","1401:111:2","HKE",13,0,0
"101",2017,"VL1218","OTB","1401:111:3","BOG",30,17.937099692953,0.597903323098432
"102",2017,"VL1218","OTB","1401:111:3","CTC",8,0,0
"103",2017,"VL1218","OTB","1401:111:3","DPS",371.666666666667,2798.58472651836,7.52982437628259
"104",2017,"VL1218","OTB","1401:111:3","HKE",91,0,0
"105",2017,"VL1218","OTB","1401:111:3","MUT",5,33.5101196349203,6.70202392698406
"106",2017,"VL1218","OTB","1401:111:3","NEP",21,2324.71499573491,110.700714082615
"107",2017,"VL1218","OTB","1401:111:3","OCC",16,0,0
"108",2017,"VL1218","OTB","1401:111:4","ARA",225,303.124136456607,1.34721838425159
"109",2017,"VL1218","OTB","1401:111:4","BOG",12.5,6.91015203334246,0.552812162667397
"110",2017,"VL1218","OTB","1401:111:4","CTC",403.275,0,0
"111",2017,"VL1218","OTB","1401:111:4","DPS",2676.375,15497.4460381085,5.79046136588053
"112",2017,"VL1218","OTB","1401:111:4","HKE",1035,0,0
"113",2017,"VL1218","OTB","1401:111:4","MUR",158.75,0,0
"114",2017,"VL1218","OTB","1401:111:4","MUT",479.4,2682.25801085462,5.59503131175348
"115",2017,"VL1218","OTB","1401:111:4","NEP",137.25,3889.72252230567,28.3404191060522
"116",2017,"VL1218","OTB","1401:111:4","OCC",652.75,0,0
"117",2017,"VL1218","OTB","1401:112:1","ARA",190.35,256.692209278365,1.34852749817896
"118",2017,"VL1218","OTB","1401:112:1","BOG",36,21.7177674619623,0.603271318387841
"119",2017,"VL1218","OTB","1401:112:1","CTC",65.25,0,0
"120",2017,"VL1218","OTB","1401:112:1","DPS",1205,7390.22188653143,6.13296422118791
"121",2017,"VL1218","OTB","1401:112:1","HKE",434.875,0,0
"122",2017,"VL1218","OTB","1401:112:1","MUR",44,0,0
"123",2017,"VL1218","OTB","1401:112:1","MUT",217,1217.18329193377,5.60913959416485
"124",2017,"VL1218","OTB","1401:112:1","NEP",38.175,2555.9322367573,66.9530382909574
"125",2017,"VL1218","OTB","1401:112:1","OCC",39.25,0,0
"126",2017,"VL1218","OTB","1401:112:2","ARA",381.625,513.005827489572,1.34426682604539
"127",2017,"VL1218","OTB","1401:112:2","BOG",77,47.5523305501926,0.617562734418085
"128",2017,"VL1218","OTB","1401:112:2","CTC",86.775,0,0
"129",2017,"VL1218","OTB","1401:112:2","DPS",3250.5,18660.8544594995,5.74091815397616
"130",2017,"VL1218","OTB","1401:112:2","HKE",1651.775,0,0
"131",2017,"VL1218","OTB","1401:112:2","MUR",102.5,0,0
"132",2017,"VL1218","OTB","1401:112:2","MUT",1122.25,6271.52357129008,5.58834802520836
"133",2017,"VL1218","OTB","1401:112:2","NEP",470.625,8377.76023560053,17.8013497702003
"134",2017,"VL1218","OTB","1401:112:2","OCC",204.25,0,0
"135",2017,"VL1218","OTB","1401:120:1","ARA",42.5,58.5692530502798,1.37810007177129
"136",2017,"VL1218","OTB","1401:120:1","CTC",16.3333333333333,0,0
"137",2017,"VL1218","OTB","1401:120:1","DPS",117.25,1396.75790156637,11.912647348114
"138",2017,"VL1218","OTB","1401:120:1","HKE",34.25,0,0
"139",2017,"VL1218","OTB","1401:120:1","MUT",17.25,101.906328883321,5.90761326859832
"140",2017,"VL1218","OTB","1401:120:1","NEP",5,2109.31611035743,421.863222071485
"141",2017,"VL1218","OTB","1401:120:1","OCC",43.5,0,0
"142",2017,"VL1218","OTB","1401:120:2","ARA",342.5,460.577280567531,1.34475118413878
"143",2017,"VL1218","OTB","1401:120:2","BOG",85.75,53.0658043799978,0.618843199766739
"144",2017,"VL1218","OTB","1401:120:2","CTC",73.5,0,0
"145",2017,"VL1218","OTB","1401:120:2","DPS",683.75,4518.15284294326,6.60790178126985
"146",2017,"VL1218","OTB","1401:120:2","HKE",317.25,0,0
"147",2017,"VL1218","OTB","1401:120:2","MUT",58,329.428412709634,5.67980021913161
"148",2017,"VL1218","OTB","1401:120:2","NEP",29.625,2440.82845738371,82.3908340045133
"149",2017,"VL1218","OTB","1401:120:2","OCC",71.25,0,0
"150",2017,"VL1218","OTB","1401:120:4","ARA",297.75,400.611083129541,1.34546123637125
"151",2017,"VL1218","OTB","1401:120:4","BOG",134,83.468674355781,0.622900554893888
"152",2017,"VL1218","OTB","1401:120:4","CTC",226.25,0,0
"153",2017,"VL1218","OTB","1401:120:4","DPS",1682.25,10019.8524880709,5.95622082809982
"154",2017,"VL1218","OTB","1401:120:4","HKE",809.1,0,0
"155",2017,"VL1218","OTB","1401:120:4","MUR",75.25,0,0
"156",2017,"VL1218","OTB","1401:120:4","MUT",716.25,4004.67777905737,5.591173164478
"157",2017,"VL1218","OTB","1401:120:4","NEP",80.25,3122.36399314839,38.9079625314441
"158",2017,"VL1218","OTB","1401:120:4","OCC",139,0,0
"159",2017,"VL1218","OTB","1401:121:1","ARA",317.5,427.07661160776,1.34512318616617
"160",2017,"VL1218","OTB","1401:121:1","BOG",45,27.3887691154762,0.60863931367725
"161",2017,"VL1218","OTB","1401:121:1","CTC",120.75,0,0
"162",2017,"VL1218","OTB","1401:121:1","DPS",657.5,4373.51627240285,6.65173577551764
"163",2017,"VL1218","OTB","1401:121:1","HKE",198.75,0,0
"164",2017,"VL1218","OTB","1401:121:1","MUR",13.3333333333333,0,0
"165",2017,"VL1218","OTB","1401:121:1","MUT",465,2601.85756896262,5.59539262142499
"166",2017,"VL1218","OTB","1401:121:1","NEP",71.75,3007.93333529161,41.9224158228795
"167",2017,"VL1218","OTB","1401:121:1","OCC",93.75,0,0
"168",2017,"VL1218","OTB","1401:130:1","ARA",614.75,825.399565539436,1.34265891100356
"169",2017,"VL1218","OTB","1401:130:1","CTC",714.15,0,0
"170",2017,"VL1218","OTB","1401:130:1","DPS",573.75,3912.05673782153,6.81839954304406
"171",2017,"VL1218","OTB","1401:130:1","HKE",190.5,0,0
"172",2017,"VL1218","OTB","1401:130:1","MUR",20,0,0
"173",2017,"VL1218","OTB","1401:130:1","MUT",156.5,879.389768706978,5.61910395339922
"174",2017,"VL1218","OTB","1401:130:1","NEP",15,2243.94041371835,149.596027581223
"175",2017,"VL1218","OTB","1401:130:1","OCC",6.3,0,0
"176",2017,"VL1218","OTB","1401:130:3","ARA",133.666666666667,180.735025856911,1.35213236301928
"177",2017,"VL1218","OTB","1401:130:3","DPS",260.75,2187.43782052062,8.38902328099951
"178",2017,"VL1218","OTB","1401:130:3","HKE",56.25,0,0
"179",2017,"VL1218","OTB","1401:130:3","MUR",3,0,0
"180",2017,"VL1218","OTB","1401:130:3","NEP",4.66666666666667,2104.82863357873,451.034707195442
"181",2017,"VL1824","OTB","1400:219:2","DPS",10.5,6.913,0.658380952380952
"182",2017,"VL1824","OTB","1400:219:2","HKE",25.5,6.3335,0.248372549019608
"183",2017,"VL1824","OTB","1400:219:2","HOM",16,14.962,0.935125
"184",2017,"VL1824","OTB","1400:219:2","MUR",2.5,21.4615,8.5846
"185",2017,"VL1824","OTB","1400:219:2","NEP",6,118.536,19.756
"186",2017,"VL1824","OTB","1400:219:4","DPS",13.5,234.413,17.3639259259259
"187",2017,"VL1824","OTB","1400:219:4","HKE",46.5,395.2255,8.49947311827957
"188",2017,"VL1824","OTB","1400:219:4","HOM",44.6666666666667,41.354,0.925835820895522
"189",2017,"VL1824","OTB","1400:219:4","MUR",22.6666666666667,178.504,7.87517647058823
"190",2017,"VL1824","OTB","1400:219:4","NEP",118,2230.937,18.9062457627119
"191",2017,"VL1824","OTB","1400:229:2","DPS",69,659.609,9.55955072463768
"192",2017,"VL1824","OTB","1400:229:2","HKE",216.5,1833.758,8.47001385681293
"193",2017,"VL1824","OTB","1400:229:2","HOM",56,50.8396666666667,0.90785119047619
"194",2017,"VL1824","OTB","1400:229:2","MUR",58.6666666666667,452.668,7.71593181818182
"195",2017,"VL1824","OTB","1400:229:2","NEP",508,9623.354,18.9436102362205
"196",2017,"VL1824","OTB","1400:229:4","DPS",196.4,365.4128,1.86055397148676
"197",2017,"VL1824","OTB","1400:229:4","HKE",127.8,677.5214,5.30141940532081
"198",2017,"VL1824","OTB","1400:229:4","HOM",52.6666666666667,47.9443333333333,0.910335443037975
"199",2017,"VL1824","OTB","1400:229:4","MUR",54.3333333333333,421.244333333333,7.75296319018405
"200",2017,"VL1824","OTB","1400:229:4","MUT",57,0,0
"201",2017,"VL1824","OTB","1400:229:4","NEP",232.4,3554.093,15.2929991394148
"202",2017,"VL1824","OTB","1400:239:1","DPS",34,600.186,17.6525294117647
"203",2017,"VL1824","OTB","1400:239:1","HKE",131,1113.159,8.49739694656489
"204",2017,"VL1824","OTB","1400:239:1","HOM",35.3333333333333,31.9983333333333,0.90561320754717
"205",2017,"VL1824","OTB","1400:239:1","MUR",36,278.392333333333,7.73312037037037
"206",2017,"VL1824","OTB","1400:239:1","NEP",308.5,5837.5135,18.9222479740681
"207",2017,"VL1824","OTB","1400:239:2","DPS",300.166666666667,67.9163333333333,0.226262076624098
"208",2017,"VL1824","OTB","1400:239:2","HKE",205,126.078833333333,0.615018699186992
"209",2017,"VL1824","OTB","1400:239:2","HOM",12.6666666666667,11.371,0.89771052631579
"210",2017,"VL1824","OTB","1400:239:2","MUR",24.4,57.7056,2.36498360655738
"211",2017,"VL1824","OTB","1400:239:2","MUT",11,0,0
"212",2017,"VL1824","OTB","1400:239:2","NEP",73.2,792.6634,10.8287349726776
"213",2017,"VL1824","OTB","1400:239:4","DPS",5757,0,0
"214",2017,"VL1824","OTB","1400:239:4","HKE",1713,0,0
"215",2017,"VL1824","OTB","1400:239:4","MUR",364.75,1890.68341261533,5.18350490093304
"216",2017,"VL1824","OTB","1400:239:4","MUT",467,0,0
"217",2017,"VL1824","OTB","1400:239:4","NEP",343.666666666667,0,0
"218",2017,"VL1824","OTB","1401:111:3","HKE",57.5,0,0
"219",2017,"VL1824","OTB","1401:111:3","MUT",85.5,0,0
"220",2017,"VL1824","OTB","1401:111:3","NEP",50,0,0
"221",2017,"VL1824","OTB","1401:111:4","DPS",6562.75,0,0
"222",2017,"VL1824","OTB","1401:111:4","HKE",1996.75,0,0
"223",2017,"VL1824","OTB","1401:111:4","MUR",137.75,714.325921786715,5.18566912367851
"224",2017,"VL1824","OTB","1401:111:4","MUT",1063.5,0,0
"225",2017,"VL1824","OTB","1401:111:4","NEP",402.75,0,0
"226",2017,"VL1824","OTB","1401:112:1","DPS",1347.25,0,0
"227",2017,"VL1824","OTB","1401:112:1","HKE",979.25,0,0
"228",2017,"VL1824","OTB","1401:112:1","MUR",43.5,225.904364471311,5.19320378094969
"229",2017,"VL1824","OTB","1401:112:1","MUT",1094,0,0
"230",2017,"VL1824","OTB","1401:112:1","NEP",98.5,0,0
"231",2017,"VL1824","OTB","1401:112:2","DPS",12064.5,0,0
"232",2017,"VL1824","OTB","1401:112:2","HKE",6672.75,0,0
"233",2017,"VL1824","OTB","1401:112:2","MUR",205,1062.82830618418,5.18452832284965
"234",2017,"VL1824","OTB","1401:112:2","MUT",8187,0,0
"235",2017,"VL1824","OTB","1401:112:2","NEP",851,0,0
"236",2017,"VL1824","OTB","1401:113:1","DPS",141.5,0,0
"237",2017,"VL1824","OTB","1401:113:1","HKE",55,0,0
"238",2017,"VL1824","OTB","1401:113:1","MUT",5,0,0
"239",2017,"VL1824","OTB","1401:120:1","DPS",500.75,0,0
"240",2017,"VL1824","OTB","1401:120:1","HKE",360,0,0
"241",2017,"VL1824","OTB","1401:120:1","MUR",13,67.847520989934,5.21904007614877
"242",2017,"VL1824","OTB","1401:120:1","MUT",267,0,0
"243",2017,"VL1824","OTB","1401:120:1","NEP",85,0,0
"244",2017,"VL1824","OTB","1401:120:2","DPS",1028,0,0
"245",2017,"VL1824","OTB","1401:120:2","HKE",1040.75,0,0
"246",2017,"VL1824","OTB","1401:120:2","MUR",4,21.2077966839538,5.30194917098845
"247",2017,"VL1824","OTB","1401:120:2","MUT",1032,0,0
"248",2017,"VL1824","OTB","1401:120:2","NEP",119.75,0,0
"249",2017,"VL1824","OTB","1401:120:4","DPS",3642.25,0,0
"250",2017,"VL1824","OTB","1401:120:4","HKE",3539,0,0
"251",2017,"VL1824","OTB","1401:120:4","MUR",16,83.3940957585941,5.21213098491213
"252",2017,"VL1824","OTB","1401:120:4","MUT",2799,0,0
"253",2017,"VL1824","OTB","1401:120:4","NEP",467.75,0,0
"254",2017,"VL1824","OTB","1401:121:1","DPS",7225.55,0,0
"255",2017,"VL1824","OTB","1401:121:1","HKE",3143.225,0,0
"256",2017,"VL1824","OTB","1401:121:1","MUR",5,26.3899882735072,5.27799765470143
"257",2017,"VL1824","OTB","1401:121:1","MUT",5648,0,0
"258",2017,"VL1824","OTB","1401:121:1","NEP",891.5,0,0
"259",2017,"VL1824","OTB","1401:130:1","DPS",207.666666666667,0,0
"260",2017,"VL1824","OTB","1401:130:1","HKE",136,0,0
"261",2017,"VL1824","OTB","1401:130:1","MUR",54.5,282.908471956398,5.19098113681465
"262",2017,"VL1824","OTB","1401:130:1","MUT",92,0,0
"263",2017,"VL1824","OTB","1401:130:1","NEP",61.3333333333333,0,0
"264",2017,"VL1824","OTB","1401:130:3","DPS",493.5,0,0
"265",2017,"VL1824","OTB","1401:130:3","HKE",92.5,0,0
"266",2017,"VL1824","OTB","1401:130:3","MUR",41,212.948885497428,5.19387525603483
"267",2017,"VL1824","OTB","1401:130:3","MUT",22.5,0,0
"268",2017,"VL1824","OTB","1401:130:3","NEP",14,0,0
"269",2017,"VL2440","OTB","1400:219:2","ARY",10.5,32.4805,3.09338095238095
"270",2017,"VL2440","OTB","1400:219:2","BOG",7.5,4.5805,0.610733333333333
"271",2017,"VL2440","OTB","1400:219:2","CTC",20.8,7.5126,0.361182692307692
"272",2017,"VL2440","OTB","1400:219:2","DPS",97.7777777777778,189.744888888889,1.94057272727273
"273",2017,"VL2440","OTB","1400:219:2","HKE",136.444444444444,180.458444444444,1.32257817589577
"274",2017,"VL2440","OTB","1400:219:2","HOM",10.75,10.62725,0.988581395348837
"275",2017,"VL2440","OTB","1400:219:2","ILL",14,90.41,6.45785714285714
"276",2017,"VL2440","OTB","1400:219:2","MAC",17,35.8443833461923,2.10849313801131
"277",2017,"VL2440","OTB","1400:219:2","MUR",11,79.41375,7.21943181818182
"278",2017,"VL2440","OTB","1400:219:2","MUT",162.333333333333,0,0
"279",2017,"VL2440","OTB","1400:219:2","NEP",86.4,1546.3004,17.8969953703704
"280",2017,"VL2440","OTB","1400:219:4","ARY",32.75,102.46825,3.12880152671756
"281",2017,"VL2440","OTB","1400:219:4","BOG",31,18.857,0.608290322580645
"282",2017,"VL2440","OTB","1400:219:4","CTC",19.25,57.694,2.99709090909091
"283",2017,"VL2440","OTB","1400:219:4","DPS",81.75,1320.01975,16.1470305810398
"284",2017,"VL2440","OTB","1400:219:4","HKE",159.5,1253.085,7.85633228840125
"285",2017,"VL2440","OTB","1400:219:4","HOM",67,65.29025,0.974481343283582
"286",2017,"VL2440","OTB","1400:219:4","ILL",43.5,282.29775,6.48960344827586
"287",2017,"VL2440","OTB","1400:219:4","MUR",69,487.897,7.07097101449275
"288",2017,"VL2440","OTB","1400:219:4","NEP",638,11875.1155,18.6130336990596
"289",2017,"VL2440","OTB","1400:229:2","ANE",350,344.077286099482,0.983077960284234
"290",2017,"VL2440","OTB","1400:229:2","ARA",160,0,0
"291",2017,"VL2440","OTB","1400:229:2","ARS",229.333333333333,9793.08514526984,42.7024061566999
"292",2017,"VL2440","OTB","1400:229:2","BOG",155,81.0580790512606,0.52295534871781
"293",2017,"VL2440","OTB","1400:229:2","CTC",15,0,0
"294",2017,"VL2440","OTB","1400:229:2","DPS",398,0,0
"295",2017,"VL2440","OTB","1400:229:2","HKE",87.5,0,0
"296",2017,"VL2440","OTB","1400:229:2","NEP",21.5,0,0
"297",2017,"VL2440","OTB","1400:229:2","PIL",50,56.0194798299254,1.12038959659851
"298",2017,"VL2440","OTB","1400:229:4","ANE",200,200.392933183434,1.00196466591717
"299",2017,"VL2440","OTB","1400:229:4","ARA",200,0,0
"300",2017,"VL2440","OTB","1400:229:4","ARS",759,9586.86719532158,12.6309185709112
"301",2017,"VL2440","OTB","1400:229:4","CTC",25,0,0
"302",2017,"VL2440","OTB","1400:229:4","DPS",454,0,0
"303",2017,"VL2440","OTB","1400:229:4","HKE",56,0,0
"304",2017,"VL2440","OTB","1400:229:4","MUR",60,0,0
"305",2017,"VL2440","OTB","1400:229:4","MUT",85,0,0
"306",2017,"VL2440","OTB","1400:229:4","NEP",39,0,0
"307",2017,"VL2440","OTB","1400:229:4","PIL",15,17.0217549782364,1.13478366521576
"308",2017,"VL2440","OTB","1400:239:2","ARA",72,0,0
"309",2017,"VL2440","OTB","1400:239:2","ARS",360,9742.21199462181,27.0616999850606
"310",2017,"VL2440","OTB","1400:239:2","CTC",87,0,0
"311",2017,"VL2440","OTB","1400:239:2","DPS",961,0,0
"312",2017,"VL2440","OTB","1400:239:2","HKE",547.5,0,0
"313",2017,"VL2440","OTB","1400:239:2","MAC",74,140.609912714264,1.90013395559817
"314",2017,"VL2440","OTB","1400:239:2","MUT",116,0,0
"315",2017,"VL2440","OTB","1400:239:2","NEP",167.5,0,0
"316",2017,"VL2440","OTB","1400:239:4","ARA",20,0,0
"317",2017,"VL2440","OTB","1400:239:4","CTC",48,0,0
"318",2017,"VL2440","OTB","1400:239:4","DPS",788,0,0
"319",2017,"VL2440","OTB","1400:239:4","HKE",240.75,0,0
"320",2017,"VL2440","OTB","1400:239:4","MAC",12,26.6544246296948,2.22120205247456
"321",2017,"VL2440","OTB","1400:239:4","MUT",91.6666666666667,0,0
"322",2017,"VL2440","OTB","1400:239:4","NEP",197.5,0,0
"323",2017,"VL2440","OTB","1400:248:2","DPS",80,0,0
"324",2017,"VL2440","OTB","1400:248:2","MUT",10,0,0
"325",2017,"VL2440","OTB","1401:111:3","HKE",35,0,0
"326",2017,"VL2440","OTB","1401:111:3","NEP",12,0,0
"327",2017,"VL2440","OTB","1401:111:4","ARA",524.5,0,0
"328",2017,"VL2440","OTB","1401:111:4","ARS",353.5,9744.74267430966,27.5664573530683
"329",2017,"VL2440","OTB","1401:111:4","BOG",47.3333333333333,25.4319252795915,0.537294196047709
"330",2017,"VL2440","OTB","1401:111:4","CTC",677.666666666667,0,0
"331",2017,"VL2440","OTB","1401:111:4","DPS",1707.75,0,0
"332",2017,"VL2440","OTB","1401:111:4","HKE",1205.75,0,0
"333",2017,"VL2440","OTB","1401:111:4","MAC",47,90.9841356451776,1.93583267330165
"334",2017,"VL2440","OTB","1401:111:4","MUR",4.5,0,0
"335",2017,"VL2440","OTB","1401:111:4","MUT",2236.25,0,0
"336",2017,"VL2440","OTB","1401:111:4","NEP",109,0,0
"337",2017,"VL2440","OTB","1401:112:1","ARA",234.25,0,0
"338",2017,"VL2440","OTB","1401:112:1","ARS",974.75,9502.86809645184,9.7490311325487
"339",2017,"VL2440","OTB","1401:112:1","BOG",10,6.14359951356389,0.614359951356389
