"year","quarter","vlength","fishing_tech","gear","mesh_size_range","target_assemblage","metier","supra_region","sub_region","specon_tech","deep","rectangle_type","id","cscode.x","tot_fish_day","rectangle_lon","rectangle_lat","n_csq","s_csq","w_csq","e_csq","cscode.y","csq_x","csq_y","s_ices","w_ices","n_ices","e_ices","ices_x","ices_y","type","areakm2","F_AREA","F_SUBAREA","F_DIVISION","SECT_COD","TSECT_COD","SMU_NAME","SMU_NAME_F","F_GSA","F_GSA_LIB","CENTER_X","CENTER_Y","SMU_CODE"
2021,3,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","12F9","1400:219:4",15,9.75,41.75,42,41.5,9.5,10,"1400:219:4",9.75,41.75,41.5,9,42,10,9.5,41.75,"sea",2309.49,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","12F9","1400:219:4",2,9.75,41.75,42,41.5,9.5,10,"1400:219:4",9.75,41.75,41.5,9,42,10,9.5,41.75,"sea",2309.49,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","12F9","1400:219:4",5,9.75,41.75,42,41.5,9.5,10,"1400:219:4",9.75,41.75,41.5,9,42,10,9.5,41.75,"sea",2309.49,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",12,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",38,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",21,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",94,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",36,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",32,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",21,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","13F9","1400:229:2",52,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL2440","DTS","OTB","40SXX","MDD","OTB_MDD_>=40_0_0","MBS","GSA9","","","05*05","13F9","1400:229:2",1,9.75,42.25,42.5,42,9.5,10,"1400:229:2",9.75,42.25,42,9,42.5,10,9.5,42.25,"coast",2291.68,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",15,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",36,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",18,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",27,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",86,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",101,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",36,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",103,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",46,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",1,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",28,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","14F9","1400:229:4",73,9.75,42.75,43,42.5,9.5,10,"1400:229:4",9.75,42.75,42.5,9,43,10,9.5,42.75,"coast",2273.69,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",101,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",144,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",101,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",145,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",129,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",173,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",58,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F7","1400:237:4",83,7.75,43.75,44,43.5,7.5,8,"1400:237:4",7.75,43.75,43.5,7,44,8,7.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",37,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",37,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",49,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",49,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",42,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",42,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",34,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,2,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",34,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",103,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",103,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",113,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",113,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",2,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,3,"VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",2,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",34,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",34,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",43,8.25,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,4,"VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:3",43,8.25,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:4",3,8.75,43.75,44,43.5,8,8.5,"1400:238:3",8.25,43.75,43.5,8,44,9,8.5,43.75,"coast",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","16F8","1400:238:4",3,8.75,43.75,44,43.5,8.5,9,"1400:238:4",8.75,43.75,43.5,8,44,9,8.5,43.75,"sea",2237.19,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","15F9","1400:239:1",1,9.25,43.25,43.5,43,9,9.5,"1400:239:1",9.25,43.25,43,9,43.5,10,9.5,43.25,"coast",2255.53,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
2021,1,"VL1218","DTS","OTB","NK","NK","NK","MBS","GSA9","","","05*05","15F9","1400:239:1",1,9.25,43.25,43.5,43,9.5,10,"1400:239:2",9.75,43.25,43,9,43.5,10,9.5,43.25,"sea",2255.53,"37","37.1","37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9
