"","year","quarter","vlength","fishing_tech","gear","mesh_size_range","target_assemblage","metier","supra_region","sub_region","specon_tech","species","deep","rectangle_type","id","cscode.x","tot_fish_weight","tot_fish_value","rectangle_lon","rectangle_lat","n_csq","s_csq","w_csq","e_csq","cscode.y","csq_x","csq_y","s_ices","w_ices","n_ices","e_ices","ices_x","ices_y","type","areakm2","F_AREA","F_SUBAREA","F_DIVISION","SECT_COD","TSECT_COD","SMU_NAME","SMU_NAME_F","F_GSA","F_GSA_LIB","CENTER_X","CENTER_Y","SMU_CODE","tot_fish_day","LPUE"
"21",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARA",NA,"05*05","11F9","1400:219:2",16.96,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.394418604651163
"22",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARS",NA,"05*05","11F9","1400:219:2",15.031,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.349558139534884
"23",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"DPS",NA,"05*05","11F9","1400:219:2",7.857,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.182720930232558
"24",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"EOI",NA,"05*05","11F9","1400:219:2",0.01,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.000232558139534884
"25",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"GRE",NA,"05*05","11F9","1400:219:2",0.388,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.00902325581395349
"26",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"HKE",NA,"05*05","11F9","1400:219:2",2.6,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.0604651162790698
"27",2021,"1","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MON",NA,"05*05","11F9","1400:219:2",2.878,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,43,0.0669302325581395
"28",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"AES",NA,"05*05","11F9","1400:219:2",1.909,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0424222222222222
"29",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARA",NA,"05*05","11F9","1400:219:2",0.798,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0177333333333333
"30",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARS",NA,"05*05","11F9","1400:219:2",1.037,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0230444444444444
"31",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"AES",NA,"05*05","11F9","1400:219:2",0.516,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.00747826086956522
"32",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARA",NA,"05*05","11F9","1400:219:2",34.502,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.500028985507246
"33",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"ARS",NA,"05*05","11F9","1400:219:2",49.02,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.710434782608696
"34",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"DPS",NA,"05*05","11F9","1400:219:2",10.32,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.149565217391304
"35",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"DPS",NA,"05*05","11F9","1400:219:2",2.651,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0589111111111111
"36",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"EOI",NA,"05*05","11F9","1400:219:2",2.108,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0468444444444444
"37",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"GRE",NA,"05*05","11F9","1400:219:2",4.635,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.103
"38",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"HKE",NA,"05*05","11F9","1400:219:2",3.25,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0722222222222222
"39",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MON",NA,"05*05","11F9","1400:219:2",2.033,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0451777777777778
"40",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MSF",NA,"05*05","11F9","1400:219:2",2.161,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0480222222222222
"41",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MUR",NA,"05*05","11F9","1400:219:2",0.315,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.007
"42",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MUT",NA,"05*05","11F9","1400:219:2",0.152,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.00337777777777778
"43",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"NEP",NA,"05*05","11F9","1400:219:2",0.733,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0162888888888889
"44",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"OCC",NA,"05*05","11F9","1400:219:2",0.867,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0192666666666667
"45",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"SQE",NA,"05*05","11F9","1400:219:2",2.298,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0510666666666667
"46",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"SQR",NA,"05*05","11F9","1400:219:2",0.249,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.00553333333333333
"47",2021,"2","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"WHG",NA,"05*05","11F9","1400:219:2",1.509,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,45,0.0335333333333333
"48",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"EOI",NA,"05*05","11F9","1400:219:2",0.04,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.000579710144927536
"49",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"HKE",NA,"05*05","11F9","1400:219:2",5.366,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.077768115942029
"50",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MON",NA,"05*05","11F9","1400:219:2",1.928,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.0279420289855072
"51",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MSF",NA,"05*05","11F9","1400:219:2",0.14,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.00202898550724638
"52",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"NEP",NA,"05*05","11F9","1400:219:2",19.657,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.284884057971015
"53",2021,"2","VL2440","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"SQE",NA,"05*05","11F9","1400:219:2",0.08,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,69,0.00115942028985507
"54",2021,"3","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"EOI",NA,"05*05","11F9","1400:219:2",0.681,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,52,0.0130961538461538
"55",2021,"3","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"GRE",NA,"05*05","11F9","1400:219:2",0.527,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,52,0.0101346153846154
"56",2021,"3","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"HKE",NA,"05*05","11F9","1400:219:2",7.06,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,52,0.135769230769231
"57",2021,"3","VL1824","DTS","OTB","NK","NK","NK","MBS","GSA9",NA,"MON",NA,"05*05","11F9","1400:219:2",5.865,0,9.75,41.25,41.5,41,9.5,10,"1400:219:2",9.75,41.25,41,9,41.5,10,9.5,41.25,"coast",2327.12,37,37.1,"37.1.3","GSA09",42,"Ligurian and North Tirrenian Sea","Ligurie et nord de la mer Tyrrhnienne","37.1.3.9","GSA 9",10.249445,42.940463,9,52,0.112788461538462
